Sort,Year,Redd_Name,Section,Date_New,Latitude,Longitude,Meas,rm,rkm,Stream,Redd_Count
4486,2013, , ,10/9/2013,46.166658,-122.613613,136799.7802,25.909049,41.696573,Coweeman River,1
4487,2013, , ,10/10/2013,46.127151,-122.804,54717.40076,10.363144,16.677864,Coweeman River,1
4488,2013, , ,10/30/2013,46.171838,-122.715247,97764.26401,18.515959,29.798548,Coweeman River,1
4489,2013, , ,10/10/2013,46.152723,-122.779623,69528.23639,13.168227,21.192206,Coweeman River,1
4490,2013, , ,10/10/2013,46.152458,-122.779734,69439.79344,13.151476,21.165249,Coweeman River,1
4491,2013, , ,10/10/2013,46.152972,-122.779532,69623.31174,13.186233,21.221185,Coweeman River,1
4492,2013, , ,10/10/2013,46.152538,-122.779699,69464.6721,13.156188,21.172832,Coweeman River,1
4493,2013, , ,9/26/2013,46.168049,-122.625774,133414.2706,25.267854,40.66467,Coweeman River,1
4494,2013, , ,10/5/2013,46.092058,-122.739537,1743.898375,0.330284,0.53154,SF Goble Creek,1
4495,2013, , ,10/5/2013,46.092093,-122.739593,1726.164441,0.326925,0.526135,SF Goble Creek,1
4496,2013, , ,10/5/2013,46.092704,-122.741141,26.03166,0.00493,0.007934,SF Goble Creek,1
4497,2013, , ,9/26/2013,46.135747,-122.851691,33449.10793,6.335058,10.195288,Coweeman River,1
4498,2013, , ,9/26/2013,46.134307,-122.850529,34095.87902,6.457553,10.392424,Coweeman River,1
4499,2013, , ,9/26/2013,46.168294,-122.618897,9.475884,25.625,41.23944,Coweeman River,1
4500,2013, , ,9/26/2013,46.173295,-122.720729,95516.43332,18.090234,29.113409,Coweeman River,1
4501,2013, , ,9/26/2013,46.168088,-122.624316,133784.4351,25.337961,40.777496,Coweeman River,1
4502,2013, , ,9/26/2013,46.161339,-122.647446,124634.4866,23.605016,37.988592,Coweeman River,1
4503,2013, , ,10/4/2013,46.126335,-122.779798,5597.13421,1.060063,1.706007,Goble Creek,1
4504,2013, , ,10/4/2013,46.123226,-122.77344,7663.908433,1.451498,2.335959,Goble Creek,1
4505,2013, , ,10/4/2013,46.129122,-122.786281,3045.1761,0.576738,0.92817,Goble Creek,1
4506,2013, , ,10/4/2013,46.122046,-122.772228,8225.285508,1.557819,2.507067,Goble Creek,1
4507,2013, , ,10/4/2013,46.127097,-122.784907,3882.22817,0.73527,1.183303,Goble Creek,1
4508,2013, , ,10/4/2013,46.125969,-122.779494,5732.312011,1.085665,1.747209,Goble Creek,1
4509,2013, , ,10/5/2013,46.134273,-122.850453,34112.54993,6.46071,10.397505,Coweeman River,1
4510,2013, , ,10/24/2013,46.12096,-122.818231,48354.81345,9.158109,14.738547,Coweeman River,1
4511,2013, , ,10/17/2013,46.173069,-122.739165,88604.4237,16.781141,27.006628,Coweeman River,1
4512,2013, , ,9/26/2013,46.168089,-122.62432,133783.5242,25.337789,40.777218,Coweeman River,1
4513,2013, , ,10/4/2013,46.163555,-122.700586,106279.0739,20.128612,32.393862,Coweeman River,1
4514,2013, , ,10/17/2013,46.173075,-122.739184,88600.46955,16.780392,27.005423,Coweeman River,1
4515,2013, , ,9/26/2013,46.16674,-122.61163,137309.0796,26.005508,41.851807,Coweeman River,1
4516,2013, , ,9/26/2013,46.168038,-122.625874,133387.4584,25.262776,40.656497,Coweeman River,1
4517,2013, , ,10/17/2013,46.173075,-122.739184,88595.31776,16.779416,27.003853,Coweeman River,1
4518,2013, , ,10/17/2013,46.17398,-122.741609,87886.09618,16.645094,26.787682,Coweeman River,1
4519,2013, , ,10/17/2013,46.173081,-122.739199,88598.52295,16.780023,27.00483,Coweeman River,1
4520,2013, , ,10/24/2013,46.1208,-122.818979,48144.83338,9.11834,14.674545,Coweeman River,1
4521,2013, , ,10/24/2013,46.120956,-122.818237,48357.84152,9.158682,14.73947,Coweeman River,1
4522,2013, , ,10/16/2013,46.099777,-122.729105,25801.21842,4.886594,7.864211,Coweeman River,1
4523,2013, , ,10/16/2013,46.096891,-122.737934,23296.40519,4.412198,7.100744,Coweeman River,1
4524,2013, , ,9/26/2013,46.166752,-122.611805,137264.1335,25.996995,41.838108,Coweeman River,1
4525,2013, , ,9/26/2013,46.166767,-122.612052,137200.3687,25.984918,41.818672,Coweeman River,1
4526,2013, , ,10/23/2013,46.09788,-122.746984,20165.30977,3.819187,6.146386,Coweeman River,1
4527,2013, , ,9/26/2013,46.168009,-122.626134,133320.6058,25.250115,40.636121,Coweeman River,1
4528,2013, , ,10/17/2013,46.12119,-122.814287,49360.63496,9.348605,15.045122,Coweeman River,1
4529,2013, , ,9/26/2013,46.165986,-122.604979,139022.8082,26.330077,42.374152,Coweeman River,1
4530,2013, , ,9/26/2013,46.166009,-122.605084,138994.1666,26.324653,42.365422,Coweeman River,1
4531,2013, , ,9/26/2013,46.161813,-122.600076,141363.8497,26.773456,43.087701,Coweeman River,1
4532,2013, , ,9/26/2013,46.161849,-122.600152,141338.4656,26.768649,43.079964,Coweeman River,1
4533,2013, , ,9/26/2013,46.165839,-122.604328,139202.4308,26.364097,42.428901,Coweeman River,1
4534,2013, , ,10/4/2013,46.16221,-122.687942,111925.8073,21.19807,34.114986,Coweeman River,1
4535,2013, , ,9/16/2013,46.120892,-122.819629,47987.42077,9.088527,14.626566,Coweeman River,1
4536,2013, , ,10/9/2013,46.099234,-122.749148,19410.15831,3.676166,5.916216,Coweeman River,1
4537,2013, , ,10/9/2013,46.09528,-122.744892,21375.24444,4.048342,6.515175,Coweeman River,1
4538,2013, , ,10/9/2013,46.098651,-122.748467,19696.04378,3.730311,6.003354,Coweeman River,1
4539,2013, , ,10/9/2013,46.168581,-122.621995,134465.2331,25.4669,40.985003,Coweeman River,1
4540,2013, , ,10/4/2013,46.152649,-122.779653,69510.97582,13.164958,21.186945,Coweeman River,1
4541,2013, , ,9/26/2013,46.168635,-122.620402,134901.12,25.549455,41.117861,Coweeman River,1
4542,2013, , ,10/9/2013,46.161203,-122.682736,113739.9021,21.541648,34.667922,Coweeman River,1
4543,2013, , ,10/9/2013,46.163039,-122.684799,112869.7231,21.376841,34.402692,Coweeman River,1
4544,2013, , ,10/9/2013,46.16233,-122.684266,113159.2303,21.431672,34.490933,Coweeman River,1
4545,2013, , ,10/9/2013,46.159856,-122.679377,114712.3322,21.72582,34.964319,Coweeman River,1
4546,2013, , ,10/9/2013,46.159181,-122.67757,115224.6831,21.822857,35.120483,Coweeman River,1
4547,2013, , ,10/9/2013,46.160091,-122.679823,114579.063,21.70058,34.923698,Coweeman River,1
4548,2013, , ,10/9/2013,46.159567,-122.678673,114921.6486,21.765464,35.028118,Coweeman River,1
4549,2013, , ,10/9/2013,46.160546,-122.680749,114280.2808,21.643993,34.83263,Coweeman River,1
4550,2013, , ,10/9/2013,46.159817,-122.67929,114731.0031,21.729357,34.97001,Coweeman River,1
4551,2013, , ,10/9/2013,46.163215,-122.68514,112741.8506,21.352623,34.363716,Coweeman River,1
4552,2013, , ,10/9/2013,46.159864,-122.679393,114706.384,21.724694,34.962506,Coweeman River,1
4553,2013, , ,10/17/2013,46.121202,-122.814477,49312.37291,9.339465,15.030411,Coweeman River,1
4554,2013, , ,9/26/2013,46.168252,-122.618841,135317.3624,25.628288,41.244732,Coweeman River,1
4555,2013, , ,10/10/2013,46.152505,-122.779712,69452.62014,13.153905,21.169159,Coweeman River,1
4556,2013, , ,9/26/2013,46.16804,-122.62586,133389.7202,25.263205,40.657187,Coweeman River,1
4557,2013, , ,9/26/2013,46.168091,-122.62434,133778.2084,25.336782,40.775598,Coweeman River,1
4558,2013, , ,9/26/2013,46.168029,-122.625954,133366.6549,25.258836,40.650156,Coweeman River,1
4559,2013, , ,10/10/2013,46.152347,-122.779798,69393.12031,13.142636,21.151023,Coweeman River,1
4560,2013, , ,10/24/2013,46.174511,-122.761933,82176.45236,15.563722,25.047383,Coweeman River,1
4561,2013, , ,10/9/2013,46.168111,-122.61838,135447.6341,25.652961,41.284439,Coweeman River,1
4562,2013, , ,9/26/2013,46.163558,-122.600284,140636.5859,26.635717,42.866031,Coweeman River,1
4563,2013, , ,10/10/2013,46.152786,-122.779597,69551.57329,13.172646,21.19932,Coweeman River,1
4564,2013, , ,10/10/2013,46.152451,-122.779739,69429.45541,13.149518,21.162098,Coweeman River,1
4565,2013, , ,10/10/2013,46.152752,-122.779611,69538.18006,13.17011,21.195237,Coweeman River,1
4566,2013, , ,9/26/2013,46.161162,-122.597947,141969.8571,26.888231,43.272412,Coweeman River,1
4567,2013, , ,9/26/2013,46.166677,-122.613458,136839.2058,25.916516,41.70859,Coweeman River,1
4568,2013, , ,9/26/2013,46.166188,-122.606042,138744.5837,26.277383,42.289349,Coweeman River,1
4569,2013, , ,10/8/2013,46.204207,-122.669223,19768.55543,3.744045,6.025456,Mulholland Creek,1
4570,2013, , ,10/8/2013,46.198849,-122.689354,13759.37519,2.605942,4.193858,Mulholland Creek,1
4571,2013, , ,10/8/2013,46.204268,-122.669356,19721.81224,3.735192,6.011208,Mulholland Creek,1
4572,2013, , ,10/8/2013,46.201848,-122.683058,15687.21022,2.971063,4.781462,Mulholland Creek,1
4573,2013, , ,10/8/2013,46.20425,-122.669318,19734.42791,3.737581,6.015054,Mulholland Creek,1
4574,2013, , ,9/26/2013,46.161816,-122.600082,141364.6792,26.773613,43.087954,Coweeman River,1
4575,2013, , ,10/17/2013,46.162114,-122.688474,111784.9825,21.171398,34.072063,Coweeman River,1
4576,2013, , ,10/17/2013,46.16219,-122.688014,111915.1161,21.196045,34.111727,Coweeman River,1
4577,2013, , ,10/24/2013,46.138336,-122.792586,60791.22099,11.513489,18.529164,Coweeman River,1
4578,2013, , ,9/26/2013,46.168027,-122.625971,133364.8039,25.258486,40.649592,Coweeman River,1
4579,2013, , ,9/26/2013,46.166674,-122.613478,136835.3545,25.915787,41.707416,Coweeman River,1
4580,2013, , ,9/26/2013,46.168095,-122.624384,133766.8236,25.334626,40.772128,Coweeman River,1
4581,2013, , ,10/9/2013,46.126625,-122.783706,4256.836447,0.806219,1.297484,Goble Creek,1
4582,2013, , ,9/26/2013,46.173414,-122.715199,96983.67223,18.36812,29.560623,Coweeman River,1
4583,2013, , ,10/16/2013,46.123903,-122.775228,7055.132183,1.336199,2.150404,Goble Creek,1
4584,2013, , ,10/16/2013,46.125722,-122.779131,5856.718246,1.109227,1.785128,Goble Creek,1
4585,2013, , ,10/16/2013,46.126138,-122.779641,5670.53303,1.073965,1.728378,Goble Creek,1
4586,2013, , ,10/16/2013,46.129956,-122.787586,2599.031333,0.492241,0.792185,Goble Creek,1
4587,2013, , ,10/9/2013,46.125882,-122.77941,5779.101541,1.094527,1.76147,Goble Creek,1
4588,2013, , ,10/9/2013,46.128666,-122.785946,3232.82473,0.612277,0.985365,Goble Creek,1
4589,2013, , ,10/9/2013,46.129977,-122.78761,2580.09774,0.488655,0.786414,Goble Creek,1
4590,2013, , ,10/9/2013,46.128326,-122.785947,3357.109223,0.635816,1.023247,Goble Creek,1
4591,2013, , ,10/9/2013,46.125812,-122.779306,5800.439187,1.098568,1.767974,Goble Creek,1
4592,2013, , ,10/9/2013,46.129091,-122.786239,3091.796391,0.585567,0.94238,Goble Creek,1
4593,2013, , ,10/9/2013,46.127159,-122.785035,3862.487302,0.731532,1.177286,Goble Creek,1
4594,2013, , ,9/26/2013,46.17341,-122.715188,96982.21527,18.367844,29.560179,Coweeman River,1
4595,2013, , ,10/9/2013,46.129953,-122.787582,2596.385048,0.49174,0.791378,Goble Creek,1
4596,2013, , ,10/9/2013,46.128965,-122.786108,3120.390521,0.590983,0.951095,Goble Creek,1
4597,2013, , ,9/26/2013,46.162244,-122.687833,111959.0634,21.204368,34.125123,Coweeman River,1
4598,2013, , ,10/9/2013,46.129152,-122.786323,3031.295735,0.574109,0.923939,Goble Creek,1
4599,2013, , ,10/9/2013,46.128852,-122.786006,3201.672225,0.606377,0.97587,Goble Creek,1
4600,2013, , ,10/9/2013,46.121985,-122.772199,8253.962879,1.563251,2.515808,Goble Creek,1
4601,2013, , ,10/9/2013,46.129126,-122.786287,3048.888426,0.577441,0.929301,Goble Creek,1
4602,2013, , ,10/9/2013,46.130473,-122.78879,2228.630102,0.422089,0.679286,Goble Creek,1
4603,2013, , ,10/9/2013,46.126146,-122.779647,5679.204133,1.075607,1.731021,Goble Creek,1
4604,2013, , ,10/9/2013,46.128774,-122.785961,3203.4488,0.606714,0.976411,Goble Creek,1
4605,2013, , ,9/26/2013,46.168082,-122.624245,133801.5379,25.3412,40.782709,Coweeman River,1
4606,2013, , ,10/9/2013,46.128981,-122.786122,3116.218714,0.590193,0.949823,Goble Creek,1
4607,2013, , ,10/17/2013,46.161599,-122.773763,74978.4204,14.200458,22.853423,Coweeman River,1
4608,2013, , ,10/4/2013,46.152765,-122.779606,69541.02858,13.170649,21.196106,Coweeman River,1
4609,2013, , ,10/4/2013,46.152737,-122.779617,69545.68646,13.171532,21.197525,Coweeman River,1
4610,2013, , ,10/23/2013,46.168105,-122.61836,135462.5765,25.655791,41.288993,Coweeman River,1
4611,2013, , ,10/23/2013,46.167922,-122.627114,133074.2168,25.20345,40.561021,Coweeman River,1
4612,2013, , ,10/9/2013,46.162143,-122.688296,111827.2896,21.179411,34.084958,Coweeman River,1
4613,2013, , ,10/9/2013,46.16215,-122.688257,111835.4452,21.180956,34.087444,Coweeman River,1
4614,2013, , ,10/9/2013,46.162235,-122.687861,111947.5144,21.202181,34.121602,Coweeman River,1
4615,2013, , ,10/9/2013,46.16216,-122.688198,111855.3639,21.184728,34.093515,Coweeman River,1
4616,2013, , ,10/9/2013,46.162158,-122.688209,111851.2843,21.183955,34.092271,Coweeman River,1
4617,2013, , ,10/23/2013,46.168071,-122.640987,127860.447,24.215994,38.971864,Coweeman River,1
4618,2013, , ,10/5/2013,46.099159,-122.749026,19456.87749,3.685015,5.930456,Coweeman River,1
4619,2013, , ,10/10/2013,46.173076,-122.739186,88588.87647,16.778196,27.00189,Coweeman River,1
4620,2013, , ,11/13/2013,46.166492,-122.609739,137793.5067,26.097255,41.999461,Coweeman River,1
4621,2013, , ,10/10/2013,46.173093,-122.739233,88580.54328,16.776618,26.99935,Coweeman River,1
4622,2013, , ,10/17/2013,46.16724,-122.774228,77056.59131,14.594051,23.486849,Coweeman River,1
4623,2013, , ,10/17/2013,46.163201,-122.773974,75579.12756,14.314229,23.036518,Coweeman River,1
4624,2013, , ,10/17/2013,46.167592,-122.773982,77214.89783,14.624034,23.535101,Coweeman River,1
4625,2013, , ,11/13/2013,46.166455,-122.608781,138041.2,26.144167,42.074958,Coweeman River,1
4626,2013, , ,10/17/2013,46.134863,-122.851234,846.744629,6.4,10.2998016,Coweeman River,1
4627,2013, , ,11/13/2013,46.1665,-122.609803,137779.7811,26.094656,41.995277,Coweeman River,1
4628,2013, , ,11/13/2013,46.166457,-122.608749,138049.5333,26.145745,42.077498,Coweeman River,1
4629,2013, , ,10/16/2013,46.127627,-122.785621,3613.129636,0.684305,1.101282,Goble Creek,1
4630,2013, , ,10/16/2013,46.126473,-122.782819,4488.759708,0.850144,1.368174,Goble Creek,1
4631,2013, , ,9/26/2013,46.171888,-122.715212,97752.09654,18.513655,29.794839,Coweeman River,1
4632,2013, , ,10/9/2013,46.129151,-122.786322,3038.335682,0.575442,0.926085,Goble Creek,1
4633,2013, , ,9/16/2013,46.148513,-122.781192,67908.55278,12.861468,20.698527,Coweeman River,1
4634,2013, , ,10/5/2013,46.114273,-122.768107,11425.8298,2.163983,3.482593,Goble Creek,1
4635,2013, , ,10/24/2013,46.147267,-122.786799,64952.11802,12.301538,19.797406,Coweeman River,1
4636,2013, , ,10/4/2013,46.12911,-122.786265,3050.965712,0.577834,0.929934,Goble Creek,1
4637,2013, , ,10/24/2013,46.149152,-122.784915,66445.62956,12.5844,20.252628,Coweeman River,1
4638,2013, , ,10/24/2013,46.148484,-122.781214,67859.71185,12.852218,20.68364,Coweeman River,1
4639,2013, , ,10/24/2013,46.148327,-122.78358,66964.96974,12.682759,20.410923,Coweeman River,1
4640,2013, , ,10/24/2013,46.148694,-122.781083,67963.1387,12.871807,20.715165,Coweeman River,1
4641,2013, , ,10/5/2013,46.111019,-122.766375,12774.86138,2.419481,3.893778,Goble Creek,1
4642,2013, , ,10/5/2013,46.11544,-122.767992,10954.20282,2.07466,3.338841,Goble Creek,1
4643,2013, , ,10/5/2013,46.110302,-122.765931,13076.51891,2.476613,3.985723,Goble Creek,1
4644,2013, , ,10/5/2013,46.106086,-122.760166,15389.8164,2.914738,4.690816,Goble Creek,1
4645,2013, , ,10/9/2013,46.125201,-122.777775,6261.488826,1.185888,1.908502,Goble Creek,1
4646,2013, , ,10/5/2013,46.106302,-122.76073,15209.86651,2.880657,4.635967,Goble Creek,1
4647,2013, , ,10/4/2013,46.12047,-122.77093,8915.653645,1.688571,2.717491,Goble Creek,1
4648,2013, , ,10/5/2013,46.114309,-122.768089,11373.65261,2.154101,3.466689,Goble Creek,1
4649,2013, , ,10/5/2013,46.109984,-122.765826,13186.62405,2.497467,4.019283,Goble Creek,1
4650,2013, , ,10/5/2013,46.112685,-122.76772,12030.26576,2.278459,3.666825,Goble Creek,1
4651,2013, , ,10/5/2013,46.110974,-122.766327,12803.93309,2.424987,3.902639,Goble Creek,1
4652,2013, , ,10/15/2013,46.169464,-122.613571,1073.705452,0.203353,0.327265,Baird Creek,1
4653,2013, , ,10/24/2013,46.14921,-122.780754,68200.32578,12.916728,20.787459,Coweeman River,1
4654,2013, , ,10/24/2013,46.147617,-122.782673,67314.04436,12.748872,20.517321,Coweeman River,1
4655,2013, , ,10/24/2013,46.147709,-122.781777,67587.91118,12.800741,20.600795,Coweeman River,1
4656,2013, , ,9/26/2013,46.168157,-122.618529,135405.7035,25.64502,41.271658,Coweeman River,1
4657,2013, , ,9/26/2013,46.16792,-122.627125,133073.3798,25.203292,40.560766,Coweeman River,1
4658,2013, , ,9/26/2013,46.168025,-122.625988,133359.9723,25.257571,40.64812,Coweeman River,1
4659,2013, , ,10/5/2013,46.111736,-122.766869,12482.17049,2.364047,3.804566,Goble Creek,1
4660,2013, , ,10/31/2013,46.136376,-122.850999,33161.07379,6.280506,10.107495,Coweeman River,1
4661,2013, , ,10/9/2013,46.129082,-122.786226,3088.700205,0.584981,0.941436,Goble Creek,1
4662,2013, , ,10/9/2013,46.12704,-122.780219,5332.302694,1.009906,1.625286,Goble Creek,1
4663,2013, , ,10/9/2013,46.129459,-122.786801,2857.415239,0.541177,0.87094,Goble Creek,1
4664,2013, , ,9/26/2013,46.153203,-122.779489,69702.60325,13.201251,21.245353,Coweeman River,1
4665,2013, , ,10/30/2013,46.173177,-122.739474,88509.8048,16.763221,26.977788,Coweeman River,1
4666,2013, , ,10/5/2013,46.121212,-122.814651,49272.63786,9.331939,15.0183,Coweeman River,1
4667,2013, , ,10/5/2013,46.121214,-122.814695,49259.94085,9.329534,15.01443,Coweeman River,1
4668,2013, , ,10/5/2013,46.121169,-122.816238,48866.00435,9.254925,14.894358,Coweeman River,1
4669,2013, , ,9/26/2013,46.162391,-122.690166,111265.0183,21.07292,33.913578,Coweeman River,1
4670,2013, , ,9/26/2013,46.162175,-122.688106,111879.7327,21.189343,34.100943,Coweeman River,1
4671,2013, , ,10/31/2013,46.134172,-122.850222,34180.27594,6.473537,10.418148,Coweeman River,1
4672,2013, , ,10/24/2013,46.146467,-122.78972,64054.01251,12.131442,19.523663,Coweeman River,1
4673,2013, , ,10/31/2013,46.134194,-122.850271,34160.83812,6.469856,10.412223,Coweeman River,1
4674,2013, , ,10/24/2013,46.148901,-122.784725,66534.83845,12.601295,20.279819,Coweeman River,1
4675,2013, , ,10/31/2013,46.134185,-122.850251,34174.39754,6.472424,10.416356,Coweeman River,1
4676,2013, , ,10/23/2013,46.129036,-122.786172,3102.193575,0.587537,0.945549,Goble Creek,1
4677,2013, , ,10/23/2013,46.128136,-122.785913,3418.75319,0.647491,1.042036,Goble Creek,1
4678,2013, , ,10/23/2013,46.124318,-122.776046,6808.447578,1.289479,2.075215,Goble Creek,1
4679,2013, , ,10/23/2013,46.125828,-122.77933,5787.594334,1.096135,1.764059,Goble Creek,1
4680,2013, , ,10/23/2013,46.123202,-122.773389,7667.794582,1.452234,2.337144,Goble Creek,1
4681,2013, , ,10/23/2013,46.123896,-122.775201,7059.917185,1.337106,2.151863,Goble Creek,1
4682,2013, , ,10/23/2013,46.130485,-122.788813,2217.83001,0.420044,0.675995,Goble Creek,1
4683,2013, , ,10/8/2013,46.167612,-122.614668,298.862996,0.056603,0.091093,Baird Creek,1
4684,2013, , ,10/9/2013,46.163224,-122.685179,112745.9927,21.353408,34.364979,Coweeman River,1
4685,2013, , ,10/31/2013,46.134153,-122.850178,34189.4727,6.475279,10.420951,Coweeman River,1
4686,2013, , ,10/16/2013,46.16101,-122.663081,119963.6308,22.720385,36.564915,Coweeman River,1
4687,2013, , ,10/16/2013,46.159788,-122.66549,119142.5905,22.564885,36.314662,Coweeman River,1
4688,2013, , ,10/16/2013,46.159789,-122.665461,119150.2623,22.566338,36.317,Coweeman River,1
4689,2013, , ,10/16/2013,46.16065,-122.673376,116674.3162,22.097408,35.562332,Coweeman River,1
4690,2013, , ,10/16/2013,46.160606,-122.673172,116732.4533,22.108419,35.580052,Coweeman River,1
4691,2013, , ,10/16/2013,46.160837,-122.674286,116442.6589,22.053534,35.491722,Coweeman River,1
4692,2013, , ,10/16/2013,46.161115,-122.663013,120005.4283,22.728301,36.577655,Coweeman River,1
4693,2013, , ,10/16/2013,46.158885,-122.669988,117819.9526,22.314385,35.911522,Coweeman River,1
4694,2013, , ,10/16/2013,46.161089,-122.66303,120002.1642,22.727683,36.57666,Coweeman River,1
4695,2013, , ,10/16/2013,46.161066,-122.663045,119980.4671,22.723573,36.570046,Coweeman River,1
4696,2013, , ,10/16/2013,46.160597,-122.673132,116748.2829,22.111417,35.584877,Coweeman River,1
4697,2013, , ,10/16/2013,46.160648,-122.673366,116681.075,22.098688,35.564392,Coweeman River,1
4698,2013, , ,10/10/2013,46.127207,-122.804007,54738.45853,10.367132,16.684282,Coweeman River,1
4699,2013, , ,10/16/2013,46.160518,-122.663473,119763.2961,22.682442,36.503853,Coweeman River,1
4700,2013, , ,10/16/2013,46.161568,-122.66258,120203.039,22.765727,36.637886,Coweeman River,1
4701,2013, , ,10/16/2013,46.160967,-122.663108,119946.5236,22.717145,36.5597,Coweeman River,1
4702,2013, , ,10/16/2013,46.158892,-122.670077,117795.8768,22.309825,35.904183,Coweeman River,1
4703,2013, , ,10/16/2013,46.161638,-122.662466,120243.2627,22.773345,36.650146,Coweeman River,1
4704,2013, , ,10/16/2013,46.16107,-122.663042,119984.1564,22.724272,36.571171,Coweeman River,1
4705,2013, , ,10/16/2013,46.159849,-122.666023,119002.7487,22.538399,36.272038,Coweeman River,1
4706,2013, , ,10/16/2013,46.161652,-122.662422,120256.0208,22.775762,36.654035,Coweeman River,1
4707,2013, , ,10/10/2013,46.132713,-122.794959,57914.18949,10.968597,17.652245,Coweeman River,1
4708,2013, , ,10/16/2013,46.159799,-122.665588,119115.5625,22.559766,36.306423,Coweeman River,1
4709,2013, , ,10/16/2013,46.158885,-122.669992,117820.6393,22.314515,35.911731,Coweeman River,1
4710,2013, , ,10/16/2013,46.160589,-122.673098,116751.4113,22.11201,35.58583,Coweeman River,1
4711,2013, , ,10/10/2013,46.132011,-122.79707,57312.03122,10.854551,17.468707,Coweeman River,1
4712,2013, , ,10/16/2013,46.159547,-122.67176,117273.8113,22.210949,35.745058,Coweeman River,1
4713,2013, , ,10/10/2013,46.121067,-122.817596,48518.44111,9.189099,14.788421,Coweeman River,1
4714,2013, , ,10/10/2013,46.121048,-122.817845,48457.03455,9.177469,14.769704,Coweeman River,1
4715,2013, , ,10/10/2013,46.121179,-122.814091,49413.93626,9.3587,15.061368,Coweeman River,1
4716,2013, , ,10/10/2013,46.120807,-122.819231,48076.81436,9.105457,14.653813,Coweeman River,1
4717,2013, , ,10/10/2013,46.122633,-122.811388,50483.72277,9.561311,15.387439,Coweeman River,1
4718,2013, , ,10/10/2013,46.121153,-122.816452,48810.42425,9.244399,14.877417,Coweeman River,1
4719,2013, , ,9/26/2013,46.16165,-122.647224,124764.7364,23.629685,38.028292,Coweeman River,1
4720,2013, , ,10/10/2013,46.127319,-122.80402,54780.03413,10.375006,16.696954,Coweeman River,1
4721,2013, , ,10/17/2013,46.121066,-122.81761,48516.98465,9.188823,14.787977,Coweeman River,1
4722,2013, , ,10/10/2013,46.121171,-122.816207,48874.81812,9.256594,14.897045,Coweeman River,1
4723,2013, , ,10/10/2013,46.124519,-122.808632,51975.97699,9.843935,15.842278,Coweeman River,1
4724,2013, , ,10/10/2013,46.120803,-122.819183,48093.31337,9.108582,14.658842,Coweeman River,1
4725,2013, , ,10/16/2013,46.161089,-122.66303,119998.9348,22.727071,36.575675,Coweeman River,1
4726,2013, , ,10/10/2013,46.124948,-122.808658,51816.01747,9.81364,15.793522,Coweeman River,1
4727,2013, , ,10/16/2013,46.159789,-122.665475,119146.1648,22.565562,36.315751,Coweeman River,1
4728,2013, , ,10/10/2013,46.122767,-122.811367,50533.05197,9.570654,15.402474,Coweeman River,1
4729,2013, , ,10/10/2013,46.121165,-122.816294,48851.41262,9.252161,14.889911,Coweeman River,1
4730,2013, , ,10/10/2013,46.121084,-122.817367,48578.81825,9.200534,14.806824,Coweeman River,1
4731,2013, , ,10/10/2013,46.121169,-122.816233,48868.05472,9.255313,14.894983,Coweeman River,1
4732,2013, , ,10/10/2013,46.121157,-122.816391,48827.96135,9.24772,14.882763,Coweeman River,1
4733,2013, , ,10/10/2013,46.1208,-122.81897,48147.21767,9.118791,14.675272,Coweeman River,1
4734,2013, , ,10/10/2013,46.1212,-122.814444,49323.3274,9.341539,15.03375,Coweeman River,1
4735,2013, , ,10/10/2013,46.120989,-122.818176,48369.3714,9.160866,14.742984,Coweeman River,1
4736,2013, , ,10/16/2013,46.160683,-122.673526,116643.4399,22.091561,35.55292,Coweeman River,1
4737,2013, , ,10/16/2013,46.160609,-122.673188,116733.5438,22.108626,35.580384,Coweeman River,1
4738,2013, , ,10/10/2013,46.124524,-122.804691,53529.36709,10.138138,16.315751,Coweeman River,1
4739,2013, , ,10/16/2013,46.168093,-122.624368,133769.2937,25.335094,40.772881,Coweeman River,1
4740,2013, , ,10/10/2013,46.122964,-122.811332,50597.35704,9.582833,15.422074,Coweeman River,1
4741,2013, , ,9/26/2013,46.153276,-122.592025,146206.3256,27.690592,44.563688,Coweeman River,1
4742,2013, , ,10/5/2013,46.188947,-122.703042,8014.517978,1.517901,2.442825,Mulholland Creek,1
4743,2013, , ,10/5/2013,46.188592,-122.70305,7884.707973,1.493316,2.403259,Mulholland Creek,1
4744,2013, , ,10/5/2013,46.188753,-122.703046,7943.182162,1.504391,2.421082,Mulholland Creek,1
4745,2013, , ,10/8/2013,46.173359,-122.609515,2942.090428,0.557214,0.896749,Baird Creek,1
4746,2013, , ,10/9/2013,46.100564,-122.728016,26223.90482,4.966649,7.993046,Coweeman River,1
4747,2013, , ,10/9/2013,46.092077,-122.739567,1721.409501,0.326025,0.524686,SF Goble Creek,1
4748,2013, , ,10/9/2013,46.094026,-122.742832,591.819553,0.112087,0.180387,SF Goble Creek,1
4749,2013, , ,10/9/2013,46.094127,-122.743001,530.989376,0.100566,0.161846,SF Goble Creek,1
4750,2013, , ,9/26/2013,46.163679,-122.701809,106630.6256,20.195194,32.501015,Coweeman River,1
4751,2013, , ,9/26/2013,46.163656,-122.696281,108843.5376,20.614306,33.17551,Coweeman River,1
4752,2013, , ,10/17/2013,46.174636,-122.759298,82910.79925,15.702803,25.271212,Coweeman River,1
